,강의명/교수명,input,target
275,대인관계의심리학/이기학,"[-0.34570061989105555, -0.2724164369257346, -0.09654327996482868, -0.5350188412839116, 0.054065936832489704, -0.21663402877465962, 0.22774656932336196, -0.3556604822447083, -0.1395398300584905, -0.8331016296598428, 1.0630781566728666, -1.510238345763913, -0.22621784592596383, -1.240808870620832, -0.75782649081493, -0.520692897322568, 0.032851613421816, 0.2898597819046893, 0.6149956237372725, -0.3691070650376957, -0.018387744969090458, 0.6214055512135098, -0.3946516668534788, -0.2489709322237172, -0.12099590094698648, 0.06589122455820513, 0.023562522255131304, -1.1167150856745984, 0.10648220714022003, 0.09153067331638683, 0.0013552519006960946, 0.05547861789127254, -0.40809771605524736, 0.37043013791315416, -0.6005979473842218, -0.09640939643508631, 1.085170389946497, -0.4075158297355908, 0.46023315496710593, -0.642607358880879, 0.21729832150243664, -0.026929353522823364, -0.07887298449675571, 0.6834884833025423, 0.8511355116835368, 1.1739677210040704, -0.5049877403051771, 0.15142904652145237, 0.1105226964287762, 0.6464214539247415, 0.5228501160981345, -1.2605546303422441, -0.5118074891482909, 0.7699618066256809, 0.564870613979798, 0.39676340758076895, 0.22767021191550132, 0.4081089150121715, -0.3780705468871411, 0.7211128363029594, -0.5784556523210447, 0.4114029046512069, 0.15807436536430206, -0.7438021846129067, -1.1219559521550126, -0.6717766405712199, 0.35621050933733267, -0.02148887585544209, -0.14310492381170475, -0.815770095634495, 1.3836512007098394, -0.03921847874585099, 0.049955051775618216, 0.4622877271003638, -0.3358395207278179, -0.21651618737849998, 0.28749388527348807, -0.12838242053411614, 0.08219738393474216, -0.26361474416042857, 0.3469766117757302, -0.5665492863549281, 0.23471090540392073, 0.5442830250890676, -0.5869638994931893, 0.8270651374282342, -0.8143479001195416, 0.7946937609444689, -0.10596824897728384, -0.42601857515545616, -0.18983219836878537, -0.7792991836121109, 1.1114659337689248, 0.2762496318193122, 0.11342986033260273, -0.7117205446579586, 0.23867062874368905, -0.09091150487343884, 0.19077408453356998, -0.7780892619742903]","[0.5, 0.5, 0.5, 1.0, 1.0, 0.5]"
276,글쓰기/안의정,"[-0.2908196068767055, -0.37697514120086517, -0.05004492215996317, -0.46456227092975216, -0.0033272912326016892, -0.1474316783090827, 0.31216457460834623, -0.46335295384365793, -0.18204532289841371, -0.8842570743926059, 0.9812854263298848, -1.5927296529035018, -0.11938549337802769, -1.300504887397742, -0.783914148287607, -0.5473305187359989, -0.004122370086552449, 0.2637618980353308, 0.6264428477886052, -0.2711550457628051, 0.014665647238975217, 0.528504264836076, -0.41080007084596687, -0.18869843697149463, -0.13592224487248467, 0.06274891025856365, 0.02671850907043007, -1.1670608880871407, 0.18391161666197475, 0.05704608131723818, 0.015415810060073283, 0.0093208569050778, -0.4213983810635797, 0.3982978531370571, -0.6164825443959018, -0.017442740807481222, 1.090333968019047, -0.4960514347321447, 0.49837308725455737, -0.6053521661017457, 0.21712584815370772, -0.00700186999878678, -0.11415436412483693, 0.628586302479578, 0.880143902818092, 1.155505476909222, -0.5303883575599246, 0.2647875644272875, 0.09110443556310238, 0.6289810046179503, 0.5667648282053399, -1.2644703637130859, -0.34830592523880194, 0.8286954406130603, 0.5476071757962641, 0.4517350642871627, 0.19094719885057923, 0.4697658194914206, -0.4730004005835594, 0.7451226936940967, -0.532315110355925, 0.32291976146479767, 0.23951725521844225, -0.8322728836020371, -1.1186581516974345, -0.6242933941244386, 0.2024731879522673, -0.03293891782140772, -0.16480226602572945, -0.9712886269853139, 1.4469039458413937, -0.06091690814512684, 0.10301878824537772, 0.5369784507617776, -0.3498063683126996, -0.231286517876707, 0.25576551866630404, -0.1643342306545016, 0.15200535944364457, -0.21119978339467996, 0.40704495513861066, -0.6691442583259292, 0.15435614697998734, 0.7835331971626112, -0.6213702715517546, 0.7395809607882187, -0.7837467476336698, 0.8198908109174474, -0.16241525257738304, -0.487734347797046, -0.18051630005418468, -0.8665287131931373, 1.0951213927179226, 0.363534088994109, 0.11186636413484444, -0.6966485001352442, 0.2952343327825096, -0.05708695762706936, 0.17572351416362952, -0.7375453606154013]","[1.0, 0.5, 1.0, 1.0, 0.0, 0.5]"
277,우주의이해/변용익,"[-0.4516144062803338, -0.41246438140533115, -0.05628384178432425, -0.6036866353932927, -0.02708745122673256, -0.2300079211499592, 0.3541290516317708, -0.5387646058543523, -0.21898439882236437, -1.0501298941261856, 1.3409128289942311, -1.930055831311353, -0.21250211089184343, -1.6213527395317398, -0.9514830558547602, -0.6512323980881676, 0.052795873831788596, 0.37006268376982676, 0.7382297563651729, -0.4079971810221698, 0.0002448840757721866, 0.7269493627432825, -0.5175524977790175, -0.3111306181169682, -0.1940601729578266, 0.07228930094930698, 0.02443847223991493, -1.456712396020876, 0.13358989951817762, 0.06950704074817032, -0.017246845807354166, 0.08929572785604346, -0.52485621807687, 0.47738936515905794, -0.798775496373767, -0.05925348335597513, 1.3363634963793056, -0.5574534842950203, 0.5922465925511327, -0.7806075162951425, 0.2742581310004261, -0.047413901530932064, -0.15171623718119115, 0.8603798406195189, 1.1226590299628145, 1.5380194961419775, -0.664666645515086, 0.22712819539705437, 0.14576221696662275, 0.8061250339983407, 0.666473871453281, -1.5944076207339342, -0.5434639957611979, 0.9841901513368038, 0.7487585283264441, 0.5342657746528964, 0.28969393342767363, 0.5321459172817011, -0.5343314834775272, 0.9374347515091941, -0.7106744607760523, 0.5097719979909697, 0.21491965412015568, -0.9798658706436449, -1.3982283666024184, -0.8485406543347487, 0.34419613368053104, -0.01290385163383107, -0.21106441509165053, -1.0216576977424228, 1.8156529586440338, -0.06889011712551725, 0.05616131411561042, 0.6360104363467327, -0.40031242376897536, -0.2584061545696543, 0.3280889138184532, -0.19004691506668042, 0.1521932845745231, -0.31466123112527444, 0.4543724685192216, -0.7548465037625253, 0.2638901460041447, 0.7606622574069023, -0.7266368727344725, 1.0014476228866105, -1.0402824860910056, 0.968403674899083, -0.15306062963218894, -0.598567376370333, -0.21065621624070557, -1.0461942062631582, 1.3752619762420086, 0.431198182947191, 0.14296161847083394, -0.9024418415300149, 0.28094054516776407, -0.09701640290181093, 0.2518255183337602, -0.9691797253846001]","[0.5, 0.5, 1.0, 1.0, 0.0, 0.5]"
278,호신술/고재면,"[-0.2221429220926867, -0.2201970537566293, -0.014968483170277668, -0.45094480027159434, 0.02699144232697767, -0.14421358969975068, 0.23484193644546736, -0.29067165326355066, -0.17153752126389243, -0.682899222745171, 0.8431159285577857, -1.2638285625823378, -0.11410418142725316, -1.0543787370542792, -0.575851069083094, -0.4367657577534598, 0.007203250809187925, 0.26636460844076526, 0.5435109793703476, -0.2500086290398529, -0.030206600934407923, 0.45323935390044523, -0.3317822129686398, -0.14947261164430212, -0.15458519457421935, 0.03547657541218481, 0.02864231146786979, -0.9802034246427976, 0.15302612285174239, 0.04138678657400268, -0.02630316991092986, 0.030122974172727773, -0.31779158153118503, 0.3198969488215873, -0.4939325815985906, -0.06891300978053616, 0.8481170837554344, -0.3438784884523068, 0.4026399735738638, -0.5072516403258263, 0.11961298866992687, -0.012985398102130168, -0.08799007119533059, 0.518420461993379, 0.7552253894751371, 0.8894104147825478, -0.4156652777629076, 0.08235069819330867, 0.05342647637927121, 0.5289226780300732, 0.4256758092224286, -0.9929310304378538, -0.38386251000497285, 0.6038072280653296, 0.48322694033463465, 0.321275851540766, 0.15198908745681647, 0.30580977134328413, -0.22844532068288245, 0.5783796026038587, -0.49243034117008105, 0.3370322392105865, 0.12764297707013136, -0.6246324920909391, -0.9289127539869451, -0.5637765337084804, 0.26048695433319496, -0.043540640144084375, -0.1736525124187111, -0.7372411539373583, 1.1539079347872394, -0.03623243858031528, 0.07326091942092444, 0.3810650380313636, -0.318168844113901, -0.1827317497458992, 0.2052124942471114, -0.10747556150581195, 0.14969906782306666, -0.2115486241588676, 0.2571599294055074, -0.48660484036098595, 0.16747677957871276, 0.5043522930745914, -0.4875617964307585, 0.7001818137450424, -0.6286433823360976, 0.6718796783204342, -0.09351639866317676, -0.4361698333358207, -0.1357844529572631, -0.6756120654078768, 0.908599513703855, 0.2733417864381657, 0.14035207190180984, -0.6280531742070142, 0.17700362790315746, -0.022351297036931454, 0.142262722439956, -0.5642269459664583]","[1.0, 1.0, 1.0, 1.0, 0.5, 0.5]"
279,FRESHMAN WRITING INTENSIVE SEMINAR/애쉴라인윌리암,"[-0.43884342123288816, -0.4217021461001531, -0.08320367784719541, -0.6962460470466826, 0.04665370390310172, -0.22820054968710946, 0.3724578689355411, -0.5006016533903749, -0.337583383322949, -1.0533419903461003, 1.273584635401088, -1.92874356935393, -0.2654986135394876, -1.637382446928888, -0.9568957744156226, -0.62955612503536, 0.009665906036344046, 0.3597415270266226, 0.749144960494311, -0.4730142423090226, -0.016857794645471148, 0.7326701315920641, -0.5468743251024731, -0.3344643792634795, -0.1793319223954728, 0.045140335710719175, 0.02258075256867106, -1.3728967150344682, 0.17960113429957167, 0.12998570485676328, -0.025081610916947564, 0.011362201713415593, -0.607326351540843, 0.516443525822683, -0.7906523404083161, -0.17046235231973242, 1.2952044795141338, -0.5391677662865971, 0.6255452922546453, -0.8606941870174675, 0.30445705138516277, 0.01651198067499321, -0.22488788273402124, 0.8087303174612702, 1.1031408104763532, 1.4786687531502696, -0.6256191110746672, 0.17305868640862931, 0.11881476563984594, 0.8144157068100604, 0.6733123810983753, -1.5712607783198564, -0.49470156885518807, 0.9407681512546706, 0.6849351210872308, 0.5210973698432085, 0.25717173872846266, 0.5969834824567324, -0.4249377373329164, 0.8413371303423209, -0.7241811557332282, 0.45560028549231735, 0.23967617659366258, -0.8682875475603696, -1.397077026963559, -0.879008972233019, 0.37621823914387675, -0.07040044355251013, -0.22493655136558516, -1.0179425283170727, 1.8081255440685382, -0.09605260366249549, 0.062004509761505865, 0.6307208009667722, -0.5270703569159485, -0.3331263343715379, 0.4102497626839703, -0.20137374582628076, 0.13978476166996465, -0.3088349635102327, 0.3879657820934096, -0.6904107872436281, 0.29347356875465436, 0.8135627840249373, -0.7262796189350205, 0.9882109298854654, -1.0335074724117923, 1.0238941770899372, -0.17252045024437102, -0.645460171671487, -0.1944241241879519, -1.0440608030258771, 1.4031166827899373, 0.41123292760327135, 0.1368140930285327, -0.960371779124571, 0.3200191858505385, -0.09715330509424587, 0.21967677543341677, -0.9611797330870996]","[0.5, 0.0, 0.5, 1.0, 0.0, 0.5]"
280,객체지향프로그래밍/이인권,"[-0.4415577645195634, -0.38335213213659647, -0.04492330228994287, -0.5954048912578193, 0.009140450208632783, -0.19982178533888573, 0.38357605429523817, -0.47599657405400464, -0.2565685304331159, -1.008525898237325, 1.2448651189557698, -1.7856049468429407, -0.21895892183311275, -1.5289844511445414, -0.8761563380886498, -0.6139960655744098, 0.030383791165884636, 0.34781265944999845, 0.7136324669332729, -0.37446866957178554, 0.014255183125114524, 0.6907082689496077, -0.5140413108384687, -0.3203142751086467, -0.14263079182052046, 0.04732904167723537, 0.037604155536810166, -1.33412308003286, 0.17800111101168334, 0.07485199495982348, -0.015354217195028044, 0.01904850416629442, -0.546168517775533, 0.4660679090914005, -0.6728595690573423, -0.07172570671855516, 1.2206475036517457, -0.5035941728190247, 0.520681321291485, -0.7748246156286859, 0.2645522194636975, 0.015053943339912269, -0.16022369054869542, 0.7449644162869797, 1.0111425535061098, 1.3595872074440603, -0.6104627526936602, 0.22604456784116728, 0.11429977336953222, 0.7077646963053209, 0.5768949743453912, -1.461079778082789, -0.49770124094989887, 0.8703426488642338, 0.6920993417055806, 0.4697290118548484, 0.22839887292138097, 0.5150188743244086, -0.45745587759238415, 0.8475976719020457, -0.68574312008549, 0.42845114035656673, 0.23805164519735517, -0.8551662310671787, -1.295900723686661, -0.7301438091639528, 0.3219916710945003, -0.04914874264331606, -0.2302472485493333, -0.9625428768075943, 1.6845715438462818, -0.07943461466911114, 0.08408870737389125, 0.5502540926228163, -0.424969486328731, -0.2921513257348629, 0.3174596334249567, -0.2001378293402517, 0.1727934157424419, -0.2731737496417777, 0.3454047920528377, -0.69626154532007, 0.24262645315347575, 0.7132274250536503, -0.7113856329909864, 0.9013388131883643, -0.9493290026993394, 0.9366088679936172, -0.19485166190524034, -0.5899356028535632, -0.16658226274186083, -1.0093441892601938, 1.304302806603657, 0.387957619797609, 0.16616191787471013, -0.862003334490047, 0.2981356249522223, -0.04996367776686751, 0.18442064356816346, -0.8751476492448318]","[0.5, 1.0, 1.0, 0.0, 0.5, 0.0]"
281,특수교육학개론/김지영,"[-0.3706402632850838, -0.33372717133549923, -0.055818574576627776, -0.538631276843744, 0.01161739315498804, -0.2244795468709525, 0.2543349049264959, -0.4208817350264718, -0.23075011103841464, -0.8940818012337822, 1.103355073453251, -1.532640311156763, -0.1506731861336845, -1.3446163015637007, -0.8118368928157969, -0.5035967906220262, 0.0012087356776003888, 0.2908184366293689, 0.6378852240562561, -0.3774660918172738, 0.006192784238366872, 0.6371114254247986, -0.41651207327894024, -0.31449769041428044, -0.14485515289966294, 0.02889534868661964, 0.012301167070627592, -1.1643264415384784, 0.1622033432740595, 0.09465411323003035, -0.03574867065284342, 0.02450352070479404, -0.5117613211372877, 0.4650308397663366, -0.6251843367186786, -0.09086414761912455, 1.1215063990208778, -0.42762893373491456, 0.487703574569234, -0.7040024722657017, 0.24635499111416634, -0.0022238160331370833, -0.16915659504151573, 0.750669981668007, 0.9345038090271975, 1.2122523211798977, -0.5514828871443311, 0.22529203071809742, 0.1281263855268492, 0.605257265725074, 0.5986371870790097, -1.329879571694724, -0.46798748367552934, 0.8192790741557164, 0.5948046017563203, 0.459237842655699, 0.2146105354385436, 0.46790602897712186, -0.3357558952495393, 0.7641732143119181, -0.6087368652787306, 0.4061522966627993, 0.21022949824899023, -0.7415337393430792, -1.112510795094934, -0.6661604071874189, 0.3159538681985964, -0.029964238982427772, -0.1675641632801501, -0.8474808652192393, 1.4623164080890974, -0.05323270051946146, 0.048568109402506575, 0.5412280866892905, -0.37617172446817315, -0.26840475875022607, 0.2610549291648289, -0.12580190243166656, 0.12057094009694466, -0.22349496905326466, 0.31941703372772035, -0.606041768534717, 0.22044857363623427, 0.6317665371210717, -0.6431920102668442, 0.8270822442921185, -0.8380429266444492, 0.8652739488789479, -0.17257286131249538, -0.5040976882700213, -0.18871009829689966, -0.8519364819185306, 1.180973505852429, 0.33761075051172473, 0.13481315798230198, -0.748955848872818, 0.22537065262591063, -0.057047931097895264, 0.194223710137075, -0.800275561562963]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.5]"
282,RC자기주도활동(1)/김윤명,"[-0.2874231714300973, -0.26163358377017304, -0.007709948550064335, -0.35355765044834164, -0.05769492700701335, -0.19803193812102923, 0.21822751466810805, -0.2780203825505604, -0.21604261047427648, -0.6112027554567773, 0.7448467953709281, -1.030559587169579, -0.13551684919546836, -0.9156918337495654, -0.5110408338280547, -0.34490461066692946, -0.00010458664232486648, 0.24580536842890446, 0.40591121721566864, -0.28147447839272555, 0.021103181347242185, 0.3605810186944598, -0.2767278937407265, -0.20173509645038126, -0.07541705730172235, 0.0020175230786960026, -0.011644389801047877, -0.792875498370755, 0.07065992739018068, 0.04480477245818369, -0.035413267254669874, 0.03631957704873278, -0.3596216027643602, 0.27488141646505676, -0.39135320040249405, -0.08468060622062622, 0.700726986210704, -0.28051355241531606, 0.3599168163606022, -0.4593766931665078, 0.15308327493763366, 0.007160601478842164, -0.09352016365690594, 0.46925786363412436, 0.648492073356966, 0.8295397868901125, -0.35916528321733415, 0.044553876395878274, 0.04370827759848072, 0.42773184543005627, 0.3791037354293039, -0.8671567320775759, -0.29991411607351925, 0.5217425483723539, 0.3915862092920801, 0.26639048387133685, 0.1338841886986035, 0.296060365228554, -0.26388214402950255, 0.4892075977971518, -0.3776637251557979, 0.2815778385349801, 0.11680402302612888, -0.4896212077922931, -0.694923150212953, -0.4532199147767703, 0.19804453474805747, -0.040135050140510616, -0.11815992096469792, -0.4931307104540457, 0.9699546387621742, -0.020831110845721333, 0.037928472130713806, 0.36177025328353224, -0.2822275974660087, -0.14342712530138985, 0.15964391410190057, -0.1349458614534395, 0.1242723432735581, -0.17706242574307704, 0.24913406673874647, -0.39779897408405884, 0.17384922161366842, 0.4125015199707934, -0.4310564735404345, 0.5173733056280294, -0.5823430222979735, 0.5338533142750996, -0.0821762558113838, -0.349956400525159, -0.12723408976502176, -0.6231098795662986, 0.7649890188984906, 0.206935954923551, 0.10292166427610894, -0.5281052412742535, 0.09415811239370217, -0.020990282209833937, 0.06452385322481902, -0.5100792637327576]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
283,경제학개론/이창선,"[-0.3548963362475109, -0.3082940501525661, -0.01632795233267512, -0.5414422415929367, 0.06142533013395416, -0.18559356204432007, 0.2868076004333791, -0.4301854720463181, -0.23755552000591787, -0.9211100952064362, 1.1225603853990527, -1.6085387729654022, -0.18402118616579044, -1.369235094991291, -0.8477630968276654, -0.5397921866311524, -0.011036208596776986, 0.3015364876844547, 0.6910115166411586, -0.376812923980135, -0.002091328960497196, 0.6590608064775443, -0.45011783563497826, -0.3022047460601882, -0.18580569914002254, 0.021530449338925367, 2.057701658776873e-06, -1.2160841774396383, 0.1775799912071005, 0.017298407791700443, 0.03582738628577238, 0.007930382113447106, -0.47439468178097505, 0.43018375624111976, -0.6524458627177966, -0.06506442829747477, 1.1273120766383085, -0.46456995079521096, 0.5079184125578078, -0.7584612378739981, 0.25553343673131584, 0.015977535524029172, -0.1638924432820497, 0.7070768666944085, 0.974924458494752, 1.2927138590100706, -0.5741552094358094, 0.19448328059172645, 0.13897012917488138, 0.67267918961037, 0.5786175140757264, -1.4125451583141744, -0.3834626009521188, 0.818857785088379, 0.6316080272112794, 0.48858168875194324, 0.1524865412526463, 0.4507064312102789, -0.39152422499079753, 0.7909046167958165, -0.6759647879965593, 0.42295897143230143, 0.24700656688354147, -0.7902655259664407, -1.1236173120509254, -0.7283502260131194, 0.2947782606588992, -0.058192955651760817, -0.21562288801642282, -0.8723853998526891, 1.4883620046655335, -0.029132910060037737, 0.07247143202394575, 0.5197235186854835, -0.4193525668283202, -0.23346910876248547, 0.22823816698761365, -0.16820561482757443, 0.13701902748850522, -0.2561909178901843, 0.31391137593028057, -0.6536339327963036, 0.1961744928675353, 0.7065296728379367, -0.6859999678318944, 0.8849874287262627, -0.8386345031847122, 0.8688468045375844, -0.13758911397804083, -0.4825530267228561, -0.19096745729739026, -0.9104625465950276, 1.173841446438775, 0.3330135273217003, 0.10274835756212362, -0.8189069538984254, 0.2376891820228602, -0.04252842425285222, 0.15732210277432446, -0.7813596756758161]","[1.0, 0.5, 0.5, 1.0, 0.5, 0.5]"
284,영어말하기와토론/이태희,"[-0.39688063762635084, -0.3460906618495572, 0.029701690430899513, -0.5862665380598225, -0.04412036021172556, -0.2143434839692665, 0.33094429118250135, -0.4911727860279958, -0.25256894577255623, -0.8584114084771234, 1.1729941435429851, -1.6904684407138648, -0.18590183602846197, -1.4152444366127943, -0.8383761102227703, -0.5064192967969828, 0.06858296540616816, 0.35020880569980284, 0.6196664319696283, -0.3316104812061322, 0.027962522122721892, 0.6322934696774416, -0.4854556862176145, -0.2689845094921164, -0.14217794520816754, 0.044827458540333966, 0.02918744529431009, -1.2414280058862435, 0.13004643557025145, 0.1261512284205717, -0.06083431281989334, 0.05048647701336799, -0.4943685172680061, 0.39864432779808145, -0.7570249774895081, -0.07983840106978463, 1.1733007782409046, -0.4655861207213318, 0.5211078084521709, -0.6148298471645518, 0.25059115542559113, -0.03909434521594066, -0.08534995941711249, 0.6546110604269897, 0.90722810324339, 1.220972297528505, -0.5540126739539786, 0.19082236269739808, 0.1218129228107248, 0.6534841705216349, 0.5538181415993773, -1.3733384723552833, -0.46092318629960993, 0.8185035270423388, 0.6457028181926439, 0.39610041483937714, 0.24564436827892494, 0.3928668852565277, -0.39543797430904015, 0.7517532237953723, -0.5618373276166629, 0.48801360062269916, 0.11347939198179915, -0.8143793275040957, -1.2338047025263679, -0.7548218194695379, 0.27209584151137617, -0.05334741018302584, -0.15615226849509198, -0.9379057514010397, 1.5422617800392104, -0.07085626595813889, 0.053132326178988436, 0.4809980176856125, -0.37930441658623565, -0.33363861024540986, 0.3004733136176715, -0.16529873267322898, 0.1291366380561679, -0.27451434145263875, 0.34354076671687994, -0.6045285062806185, 0.23208224610656888, 0.7321485581457552, -0.5645173542742089, 0.8617090522441231, -0.9186902876462392, 0.8969933299601796, -0.16609293205909048, -0.5693045746696355, -0.1856625863614607, -0.9738017051530877, 1.1493077747873468, 0.4086578766549721, 0.11177566865541859, -0.8376097850086558, 0.3163924412569162, -0.10579934578181739, 0.18437007005159825, -0.8874073476625571]","[1.0, 0.0, 1.0, 0.5, 0.5, 0.5]"
285,글쓰기/김인숙,"[-0.27750416652731236, -0.32068616859013055, -0.04897451969356789, -0.6081548382001098, 0.008390182275295551, -0.19268619626893838, 0.3518436223212569, -0.4669348897230978, -0.3004718606684463, -1.003287965695946, 1.1432099959121702, -1.7762337703884414, -0.1384740627152665, -1.5321228061395253, -0.8965276785483962, -0.585225319444501, -0.009475708340110968, 0.3603962871578256, 0.686338127803832, -0.4219463586328241, -0.04130441932458889, 0.6879362861568185, -0.49636006582969433, -0.2964546004710708, -0.210450712861064, 0.05671393749479814, 0.0055565261436227855, -1.362843975498224, 0.24153710244098248, 0.08772064997231635, -0.04755376758621583, 0.030854147034267046, -0.4924528921745697, 0.45352588518334525, -0.7103380616162327, -0.11828913719582014, 1.2462845926169475, -0.48494139879328324, 0.5946030390112214, -0.7173584171049391, 0.2344763857563361, -0.011276242022842204, -0.11474914669721464, 0.7833972608131382, 1.0130335980623408, 1.2973384906146483, -0.6142299554929228, 0.18400157360940775, 0.1087097864436847, 0.7408813340525229, 0.7165371987292602, -1.461741568523435, -0.4912151271534608, 0.8635763568796233, 0.6067000413859635, 0.5032868861257616, 0.278229646883915, 0.4962013518159306, -0.3909393762852274, 0.7421901313357647, -0.6742627070708022, 0.4406124622886436, 0.220677894821816, -0.8532423882827499, -1.2860482204549728, -0.8027979340959203, 0.3252271229400082, -0.0637194512281027, -0.2050895713642949, -1.0677751380764269, 1.6994738113836954, -0.08328243072005101, 0.05613066220751508, 0.6221121442729305, -0.46921546169063666, -0.3296970541156244, 0.35343240873900417, -0.15871851917970284, 0.08755662345094845, -0.31219787143873184, 0.38886787630413816, -0.6872749138114537, 0.26127467940296684, 0.8079590038695234, -0.6848701314901282, 0.9493734434980666, -0.9256094535701513, 0.9685345420421129, -0.19483758659745967, -0.5381534545704825, -0.22246837576458905, -0.9875271751263505, 1.3330735937365865, 0.41109618610775267, 0.10184569646067197, -0.868916326753683, 0.3333706024415012, -0.10380657804530413, 0.20249119997648704, -0.9026367115611186]","[1.0, 1.0, 1.0, 1.0, 0.0, 0.5]"
286,검도/마윤성,"[-0.2816209580201022, -0.29407923840803263, -0.009567373483675689, -0.45869113743938095, 0.05187578453118014, -0.15902994323212105, 0.21971700070263764, -0.3555586991497153, -0.16121954141120037, -0.7338268530080562, 0.8995313073315948, -1.3104916686836092, -0.16225654591518157, -1.1372043450445621, -0.640682501781734, -0.4312778979962477, 0.03127122425117857, 0.2725955267255769, 0.5230932426701957, -0.31555571900954354, 0.023585030191959292, 0.5531940815279358, -0.37879215336304634, -0.180989988133596, -0.05716080439655196, 0.011049791047654757, 0.02317211061119945, -0.9945116903762788, 0.09627309630692832, 0.09921165686493864, -0.04800453388236985, 0.05152249237743318, -0.38381495649402564, 0.3083322552500004, -0.530264657274231, -0.07596646697892467, 0.911218911273684, -0.37232955015721453, 0.35747676831138775, -0.5117804930328892, 0.17729246543847643, -0.031757551219375305, -0.08664882404708073, 0.5447459064960901, 0.7369150905579139, 0.9645377038103953, -0.4338316927001037, 0.122163843280424, 0.07608504665400759, 0.5007618196757531, 0.41145255016957755, -1.0607225062092522, -0.42847300202310384, 0.6584419712517212, 0.5074350104301426, 0.31127394566756633, 0.1623325141035299, 0.3277543718948225, -0.27706838200435074, 0.5933671475111694, -0.44756321574930896, 0.3149426023051688, 0.15316974843541395, -0.6294585769765374, -0.9811811122446374, -0.5523799372637549, 0.30729428485430305, -0.049823533437681616, -0.1274671129310122, -0.7706647766993069, 1.2472038334815214, -0.05542641762694101, 0.02922256807233585, 0.3987446162086296, -0.3599288582783942, -0.23819774775739883, 0.18440436431671037, -0.1280863167640373, 0.13547579664227805, -0.17041983625904894, 0.24443382390845259, -0.5291318304157833, 0.18692835100056096, 0.5134333645597835, -0.5204395316149701, 0.6951434040529845, -0.6667259214672406, 0.7343296133355964, -0.1307079203119501, -0.42439829741472407, -0.10607741250624261, -0.7229407426962058, 0.9810280177326092, 0.28088607421328765, 0.11293447293619732, -0.6473586158186513, 0.2545056976690691, -0.05695454121996824, 0.13757131345210222, -0.650394896154448]","[1.0, 0.5, 0.5, 1.0, 0.5, 0.5]"
287,ENGLISH FOR PHYSICAL SCIENCES AND ENGINEERING/유제왕,"[-0.3537338769729372, -0.2845905910812901, 0.03434170196671552, -0.4667483080319078, -0.040021341225423286, -0.18035937876104716, 0.3285429919404468, -0.43889907965151065, -0.18470290390247604, -0.753351332172792, 0.9677186959018793, -1.5553934381563124, -0.22563469178572107, -1.2283918805516938, -0.6793399289561028, -0.4439153130654597, 0.04646679379165726, 0.28845994191471763, 0.507102372794478, -0.3171486590461851, -0.009265223760922071, 0.43471645887501054, -0.4802133618932878, -0.23415474840536427, -0.07844811911874962, 0.028148905332644015, 0.020876313053182168, -1.0747666820427069, 0.09323494703028644, 0.11638836765316524, -0.010906280551544505, 0.01990113294358631, -0.49434376365836047, 0.3477130112108185, -0.6246249385803119, -0.04736804245838954, 0.9303616957545675, -0.42075352149190004, 0.45588297364982205, -0.5567061890176931, 0.2049973794173328, 0.02322201284353059, -0.17872312225155237, 0.5098137831942936, 0.7991399091020295, 1.0852645283272315, -0.42841932759358275, 0.10116107355794078, 0.08794399273845577, 0.5973670275628694, 0.4127358460769154, -1.1487299493830039, -0.39241325409646083, 0.6929764657003578, 0.5688534237466307, 0.31121471700379544, 0.17033228521415045, 0.3678451260150383, -0.3505007503006625, 0.6626618144341244, -0.4442216189553268, 0.37790140989471227, 0.12385117516858322, -0.7015867308073539, -1.1058396795554115, -0.6080089958541302, 0.24091382541995057, -0.02690059272935498, -0.16175795357469624, -0.8335295950605096, 1.3353214698209699, -0.04121169204740759, 0.0455336747292517, 0.3626138974249573, -0.3953195200033011, -0.23045049189569647, 0.2822264805812612, -0.24028057553996707, 0.19190412279047575, -0.26014649713448884, 0.2940241710938179, -0.4906121620964907, 0.24778413919888775, 0.6231297313962146, -0.5990374109089157, 0.6479207628983675, -0.789405906535593, 0.7967668065806657, -0.10348909520773736, -0.54931941857079, -0.08283856924071914, -0.8181221911867251, 0.964098768571838, 0.3678085896451837, 0.12788297206409413, -0.724000591998245, 0.227500576876224, -0.03469743635902095, 0.15090786489486757, -0.7238469366337078]","[1.0, 0.5, 1.0, 1.0, 0.5, 0.5]"
