,강의명/교수명,input,target
293,공학화학및실험(1)/이보경,"[-1.1642355, 0.04999149, -0.06640919, 0.22400297, 0.45980257, 0.15176077, 0.72453505, 0.94588786, 0.16120277, 0.38954797, -0.38643128, 0.038563624, 0.10671584, -0.29115066, 0.6569875, -0.5304537, -0.55106235, -0.50344396, -0.112188414, -0.26234058, 0.99268097, 0.17555979, -0.2476861, -0.49000666, 0.24567087, 0.4040359, 0.055876233, -0.32635635, 0.2495761, 0.3173207, 0.573956, 0.37633306, 0.63416666, 0.5266016, 0.2309099, -0.08941416, -0.42371285, 1.2097356, -0.1170353, -0.38353068, -0.2818971, 0.035777833, 0.31031168, -0.28722772, 0.69340104, -0.21300545, -0.26381683, 0.1924243, 0.19808516, 0.37174687, -0.48120517, 0.61670053, -0.5176089, 0.15076195, 0.6452676, 0.34064773, -0.918415, 0.61073226, 0.50558585, -0.2912367, 0.71334684, 0.582, -1.319236, 0.19554207, -0.5254628, 0.18402405, 0.50853086, -0.18128839, -0.45954326, -0.19154058, 0.016809389, 0.25485688, 0.8470218, 0.06869618, -0.28843987, 0.57816845, -0.7755296, 0.55470705, 0.41422707, -0.09880864, -0.8186287, -0.037694827, -0.2577843, -0.5270808, -0.012489384, 0.46406358, 0.92758775, -0.36051938, 0.23623967, -0.9228689, -0.18057984, 0.32771552, -0.2828867, 0.011124321, -0.37232965, 0.37390932, -0.57943696, -0.27514178, 0.21816038, -0.7882032]","[0.5, 0.5, 1.0, 0.5, 0.0, 0.5]"
294,회계원리(1)/기랄안드레스,"[-0.07247755, 0.12658878, -0.43849638, 0.6552909, -0.24746078, 0.12669408, 0.6049109, 0.4068703, -0.36188084, -0.3219611, 0.054282803, -0.55654013, 0.43779495, -0.1975986, 0.25424996, -0.45900103, -0.48136583, 0.22606464, 0.27956718, -0.622336, 1.3053627, -0.086210765, 0.1239407, -0.3863318, -0.30893937, 9.4346935e-05, 0.7247661, -0.22853218, 0.22171779, 0.52486926, 0.1925034, 0.2805718, -0.2214333, 0.7893268, 0.0909923, -0.31595412, -0.24398655, 0.4259851, 0.24071321, -0.53099096, 0.17971788, 1.422658, 0.09345806, -0.3196206, -0.37308916, 0.11753534, -0.4961217, 0.037869133, -0.44048306, -0.017087486, -0.21051392, 0.86389375, -0.27428094, 0.9100358, 0.04171051, 0.48187646, -0.793293, 0.27636424, 0.09746756, 0.49301583, 0.8081494, 0.3642481, -0.1717927, 0.9293885, -0.2470687, 0.25798854, 0.5531906, 0.06730075, 0.31926784, -0.1688725, -0.42045486, 0.74824494, 0.28581685, 0.24689852, -0.0630761, -0.64065266, -0.47329435, 0.6736938, 0.78503084, -1.1320041, -0.24760386, -0.08353999, -0.17115432, -0.6982362, 0.86964303, 0.0765405, -0.03905814, -0.23727112, 0.5580635, -0.8648357, -0.37948415, 0.3085907, -0.090243, 0.5983324, -0.083600625, -0.9840586, -0.6696675, -0.4776479, 0.18621416, -0.89186406]","[0.5, 0.5, 0.0, 0.5, 1.0, 0.5]"
295,학교폭력예방및학생의이해/류부열,"[-0.52616453, 0.14333488, 0.5085649, 0.76785934, 0.06050568, -0.25237378, 0.8426732, -0.21637158, -1.0707749, -0.27496114, -0.01797959, 0.35217234, -0.58696043, 0.26589653, -0.026327942, -0.31256083, -0.33272633, -0.28526098, 0.59020424, -0.22734733, 0.5842311, 0.10218969, -0.51532906, -0.74396455, 0.1778178, 0.20570587, -0.43288684, -0.18208963, 0.18473293, 0.39714003, 0.73619646, 0.27199003, 0.4840695, 0.2323427, -0.6327583, 0.06693324, 0.28654525, 0.7278595, 0.8031152, -0.53051615, -0.34504706, 0.8141791, -0.2367717, -0.19208027, 0.29125217, 0.097624674, -0.4915986, 0.22300132, 0.37547708, -0.49550605, -0.1527401, -0.27271196, -0.26600775, 0.3886455, 0.3995295, 0.2238964, 0.21859543, 0.6998021, -0.12453308, -1.1686771, 0.5717111, -0.20341276, -0.31770653, 0.8762881, -0.7024277, -0.017088464, 0.25407264, -0.6099062, 0.8522111, 0.517946, -0.11419982, 0.16508348, -0.22611015, 0.06682133, -0.2806615, -0.1170968, -0.6495748, 0.14834118, -0.36644375, -0.3823822, -0.26098558, 0.033411693, -0.4986241, 0.051672075, 0.46419483, 0.535023, 0.654166, -0.00273834, -0.06708281, -0.11767492, -0.7804114, 0.26158088, -0.6059824, 0.08745602, -0.5723908, -0.64663523, -0.42993084, -0.13223124, -0.37233514, -0.5357642]","[1.0, 0.5, 1.0, 1.0, 0.0, 0.5]"
296,글쓰기/정영진,"[-0.711365, 0.66506237, 0.41063714, 0.47445324, -0.28854936, -0.5149403, 0.08758588, 0.24019253, -0.22153841, -0.08071421, 0.10844598, -0.38513958, -0.057096776, 0.30043986, -0.21750727, -0.27570754, -0.31125253, 0.70193684, -0.025055647, 0.20095581, 1.1277611, -0.056047507, -0.4680131, -0.21555953, -0.2948038, -0.20677279, 0.18405966, 0.18603964, 0.80721766, 0.33322847, 1.0531373, 0.8847139, 0.35007462, 0.17884752, -0.02142408, 0.40412444, 0.056481853, 0.30791518, 0.065105885, 0.43662253, -0.025724268, 0.63372356, -0.36379877, -0.56422573, -0.40499568, -0.062313434, 0.06663614, -0.03784111, -0.15248123, 0.4389587, -0.502383, 0.4217438, -0.27409983, -0.2727582, 0.17575727, 0.21757844, -0.18247513, 0.8979028, 0.1985566, 0.106761485, 0.9205795, 0.24943641, 0.14853257, 0.51722646, -0.1007119, 0.29411077, 0.8116898, -1.3432913, -0.73244137, 1.0849158, -0.703004, 0.61281556, -0.70597935, 0.13238575, -0.13792574, 0.1571837, -0.21333809, -0.89123106, 0.36495888, -0.34382704, -0.53857166, 0.49652487, -0.4992793, 0.11834013, 0.7429035, 0.1765742, 0.94825125, -0.36113438, 0.1502304, 0.21514265, -0.89081067, 0.18386638, -0.12804186, 0.7785345, -0.93829715, -0.18929946, -0.9278273, -1.0344608, -0.8079371, 0.1912142]","[0.5, 1.0, 0.5, 1.0, 0.0, 0.5]"
297,공공의사결정론/최근호,"[-0.45075837, 0.5862231, 0.21625397, 0.18401818, -0.090033814, 0.451188, 0.41467115, -0.11045997, -0.08695995, -0.94904786, 0.36953354, -0.50187236, -0.34970686, -0.24143326, -0.050480314, -0.2039495, -0.57269186, 0.19226603, 0.040604696, -0.30193627, 0.26498395, 0.34972104, -0.27020538, -0.54126203, 0.093174905, 0.6835227, -0.2169136, 0.3851028, 0.17709021, 0.49206322, 0.7082039, 0.68551874, -0.05310028, 0.59826726, -0.25435767, -0.03714726, 0.42955935, -0.027970497, -0.10587284, -0.59788024, 0.45682353, 0.1292763, -0.3753549, -0.29013607, -0.47692478, -0.22366975, 0.065651625, 0.239219, -0.060144585, 0.16267078, -0.130818, 0.434891, -0.8656315, 0.046817712, 0.5807866, 0.24298625, -0.24441417, 0.24393973, 0.1926882, -0.81401604, 0.45830417, 0.66477543, -0.27977195, 0.60265714, -0.17479232, -0.23306961, -0.16621776, -0.19667728, -0.5916246, -0.30749005, -0.6995662, -0.021184288, -0.081007764, 0.5371248, 0.016414026, -0.23229295, -0.18355677, 0.001002846, 0.3981695, 0.4987792, -0.64856374, -0.22032948, -0.024871137, -0.32222244, -0.043046575, 0.4241786, 0.90940106, -0.3947503, -0.10423397, -0.7227292, -0.7783672, 0.7183337, -0.7640406, 0.14642404, -0.13063428, 0.14582875, -0.39173806, -0.7548051, -0.19866037, 0.038838]","[1.0, 0.0, 0.0, 1.0, 0.5, 0.5]"
298,경제학입문/이지영,"[-0.6481226, -0.2010182, -0.04435227, 0.1933277, 0.87097746, 0.066220045, 0.4396899, 0.26213187, -0.3898675, -0.25218347, -0.027243543, 0.38184822, 0.12735249, 0.33084357, 0.07289093, -0.68546194, -0.4250594, -0.39187154, 0.09676785, 0.123397104, 0.7169134, -0.09858003, 0.25548655, -0.2254036, 0.14866677, 0.47124752, -0.32219464, 0.24393372, 0.13115427, 1.3459831, 0.043383926, 0.70035684, 0.4399213, 0.5808482, -0.12850395, -0.5983625, -0.25287732, -0.04833922, 0.102998145, -0.44770992, 0.15000889, -0.08724048, 0.38618767, -0.57543504, -0.37777817, 0.06269334, -0.093949705, 0.32927483, 0.5989806, 0.53814054, 0.23379408, 0.1565869, 0.21531577, 0.5299927, 0.4033338, 0.59049815, -0.2541196, 0.64442354, 0.16042468, -0.1601969, 0.7829419, -0.11434662, -0.39502543, 0.51410425, -1.0702913, -0.05699764, 0.70692, 0.26341143, 0.23523183, 0.11349216, 0.033675637, -0.43428698, -0.5376914, 0.78822696, 0.040927023, 0.04926635, -0.6730163, 0.2766251, 0.07009629, -0.1948826, -0.7865427, -0.057073556, -0.09220154, -0.39295316, 0.11033842, 0.71034473, 0.30094835, -0.93187755, 0.04052721, -0.39900386, -0.7076632, 0.9672107, -0.32209697, 0.27925488, -0.90113395, -0.45501912, -0.3833499, -0.95486355, -0.44938627, -0.53444433]","[0.5, 0.5, 1.0, 1.0, 0.5, 0.5]"
299,미시경제원론/방병국,"[-0.64538103, 0.17386578, 0.86070263, 0.77864397, 0.45289487, -0.084370755, -0.020140883, 0.97977775, -0.8590128, -0.44917512, -0.6326488, 0.6381586, 0.1045988, 0.6277973, 0.50156724, -0.30211356, 0.18089788, -0.09369545, -0.22915156, -0.07360272, 0.6023826, -0.08925063, 0.044088926, -0.49094066, -0.55948496, -0.44275153, 0.12870237, -0.2560443, -0.4430012, 0.2173071, 0.19721308, 0.49646145, 0.063565105, 0.14400902, -0.74074924, -0.4253305, -0.1438792, 0.30642483, 0.21042001, -0.090105, -0.32028404, 0.60292006, -0.22089368, -0.22912629, 0.16969994, -0.456166, -0.41023016, -0.25528538, -0.48601463, 0.48896673, -0.38551715, 0.19623914, -0.614648, 1.1887572, 0.7611429, 1.0847462, -0.5803873, 0.1705723, 0.13622917, -0.09572812, 0.4289032, -0.23525898, 0.31887347, 0.75730824, -0.7341754, -0.3414025, 0.63383925, 0.065758504, 0.1378959, -0.23667999, -0.66918397, 0.09456141, -0.08150949, 0.7065211, -0.5749579, 0.123535104, -0.9282062, 0.45687735, 0.4233525, -0.8030145, -0.36728442, -0.2376561, -0.15612143, -0.40445554, 1.3984057, -0.20938148, 0.59677804, -0.2533967, 0.41062886, -0.34737396, 0.2828587, 0.35668543, 0.26864707, 0.034105275, -0.4070862, -0.43186605, -0.53880036, -1.2246773, -0.34101608, -0.631791]","[1.0, 0.0, 0.5, 1.0, 0.5, 0.5]"
300,유럽통합과유럽의미래/고상두,"[-0.419745, 0.42636347, -0.06854451, 0.34449676, 0.013863376, 0.6043244, -0.51788753, -0.1946456, -1.0454859, 0.09643148, 0.110857464, -0.074348725, -0.37691206, 0.6592076, 0.15624952, -0.16871937, -0.9129767, 0.28836837, -0.2770651, -0.28354368, 0.3209608, -0.7162697, -0.90615505, -0.13336165, 0.13014627, 0.55511516, -0.2024222, 0.04289431, 0.16671516, 0.3746987, 1.0681037, 0.22527674, 0.16411878, 0.7312913, -0.31886762, -0.2553052, -0.23455949, 0.42466018, -0.062242996, 0.2649164, -0.33341414, -0.19691674, -0.09757577, -0.34936833, -0.23256403, -0.29049775, -0.70505494, -0.2389395, 0.032253888, 0.05800099, -0.23535568, 0.3713615, 0.15549928, 0.7571722, 0.33991712, 0.7593314, -0.71261764, 0.20095743, 0.36552903, -0.112112604, 0.2380508, 0.120508805, -0.57803607, 0.1520611, -0.86088777, 0.17665522, -0.06343091, -0.1308684, 0.26480708, 0.49093658, 0.25259498, 0.6588119, 0.5087478, 0.38885006, 0.10461261, -0.47796988, -0.5313582, -0.5447601, 0.22339697, 0.015239393, 0.26819545, 0.27448684, -0.09117398, -0.22440995, 0.6357038, 0.5826095, 0.47815773, -1.1866279, -0.09166333, 0.29789907, -0.6950152, 0.69741434, -0.33768073, 0.3842626, -0.52427965, 0.04808269, -0.56278735, -0.16650048, -0.27344733, -0.69921005]","[0.5, 0.5, 0.5, 1.0, 0.0, 0.5]"
301,사회학특강(1)/김왕배,"[0.0011656401, 0.64564556, -0.4930199, -0.26123047, 0.008042501, 0.09261279, -0.12445971, -0.028206747, -0.62376994, -0.43944517, 0.4069317, -0.5592315, -1.0738221, -0.23938084, 0.73773164, -0.7632067, -0.1511447, -0.4442166, 0.18534325, 1.0388331, 0.3877115, 0.18718675, -0.7351248, 0.08162664, 0.089518614, 0.055826113, -0.3022103, 0.85731447, 0.06025936, 0.9925707, 0.27634725, 0.008011992, 0.370371, 0.33465487, -0.71192366, -0.0472865, 0.21841116, 0.14820983, 0.7171306, -0.18041702, -0.50285155, 0.41394097, -0.14396301, -0.93173635, 0.30819407, -0.20992546, -0.7481532, -0.22361533, -0.012527964, 0.51706594, -0.15159683, 0.54906714, -0.568649, -0.14350522, 0.110821865, 0.2816429, -0.7660596, -0.22167414, -0.10120968, -0.7511905, 0.4844726, 0.3365458, -0.2781086, 0.22518876, -1.4139436, 0.2821338, 0.1175331, -0.65376455, 0.0661733, -0.9571718, -1.0800028, 0.7302724, 0.14202936, 0.899329, -0.48036182, -0.12947382, -0.4151063, -0.10884766, 0.22427116, -0.05182166, -0.44376785, 0.34485096, -0.41821954, -0.3259418, 0.34678483, 0.26611125, 0.79241294, -0.68025124, -0.21595892, -0.23109123, -0.7063638, 0.49997497, -0.023086738, 0.44670364, 0.14969192, -0.5282732, -0.65728784, 0.07129939, -0.600389, 0.02674353]","[0.5, 1.0, 0.5, 0.5, 0.5, 1.0]"
302,정치철학/정현철,"[0.21349153, 0.3874951, -0.07145793, 0.2988706, -0.32443416, 0.05618942, 0.2736472, 0.6192223, -0.54648894, -0.45831227, 0.17854416, -0.5941382, -0.3382195, 0.100838706, 0.79207945, -0.42629048, -0.56041384, -0.08208168, 0.031088104, 0.5884925, -0.038924977, -0.20148832, 0.055751227, -0.29392946, -0.054850977, 0.19497369, -0.28280902, 0.49575546, 0.43125078, -0.1323564, 0.73951983, 0.5689579, 0.2508127, 0.44160444, -0.12059494, 0.6590784, -0.22182944, -0.43980634, 0.22970869, -1.0304614, -0.44160625, 0.009335399, -0.1849635, -0.65764064, 0.07917935, -0.7659789, -0.8940722, -0.20032814, -0.32270893, 0.42028576, 0.47709095, 0.24314721, -0.7655879, -0.32489517, 0.5616441, 0.14254832, -0.39304993, -0.085725494, -0.16037093, -0.5313346, 0.7303453, 0.44203132, -0.6603303, 0.019610453, -0.41983452, 0.01632934, 0.085223384, -0.17676033, 0.22139794, -0.6040063, -0.83737856, 0.21027958, 0.6769239, 1.264581, -1.1548958, -0.38915533, -0.35919672, 0.12762094, 0.44123182, -0.3868285, -0.018196797, -0.32316062, -0.4289814, -0.45630905, 0.9199157, 0.22507758, 0.47499326, -1.0702695, -0.033168163, -0.5165004, -0.99888, 0.6521214, 0.29541263, 0.65245557, 0.25945887, -0.2895369, -0.55942523, -0.07865988, 0.023351775, 0.065240316]","[1.0, 0.0, 1.0, 1.0, 0.5, 0.5]"
303,통계학입문/강성봉,"[0.016700126, 0.3661561, -0.18899249, 0.8403892, -0.28850526, -0.26078695, 0.5983614, 0.06448168, -0.60752773, -0.23207992, -0.5591636, 0.36302269, -0.54267144, 0.5012446, -0.25704947, -0.073857464, -0.83262956, -0.008756514, 0.8124256, -1.0815, 0.93006456, -0.38102883, -0.0930531, 0.22649033, -1.0175812, 0.70715976, 0.07801191, 0.65689546, 0.3382053, 0.6048465, 1.1553184, 1.0742451, 0.5472376, 0.23167053, 0.6213316, 0.22855555, -0.5034608, 0.9837915, -0.35349524, -0.13802393, 0.17849346, 1.3594687, 0.07441076, -0.5170346, -0.17344515, 0.30060285, -0.68702567, 0.7055579, 0.87721777, -0.29291853, -0.31770635, 0.49377587, -0.31163973, -0.02742037, 0.46905902, -0.08791958, 0.10429126, 0.906823, 0.47473693, 0.30903897, 0.4784944, 0.41514185, -0.6264221, 0.6417965, 0.19326612, 0.2809889, 0.24221934, -0.21457489, 0.34919572, 0.052782763, -0.0928331, 0.47896135, 0.1844244, 0.83954537, 0.2748447, 0.42275402, -0.41157654, 0.760687, 0.44723883, 0.7257844, -0.46340504, -0.413307, -0.555614, 0.33170524, 0.30092293, 0.54451764, 0.27207974, -0.42471108, 0.13011532, -0.8233411, -0.808892, 0.53382015, -0.038807176, 1.2829409, -0.29471084, -0.465548, -0.89041233, -0.4282664, -0.32816002, -0.23238932]","[1.0, 0.5, 1.0, 1.0, 0.0, 0.5]"
304,경제수학(1)/김준희,"[-0.2597314, 0.09757684, 0.3840664, 0.39534187, 0.18495263, -0.6260089, 0.6337946, 0.4627924, -0.44399947, -0.69917864, -0.147346, -0.38378897, 0.09623852, 0.2806057, -0.1551112, 0.48392382, -0.8989819, -1.0140839, 0.228412, -0.6666891, 0.41744623, 0.48865354, 0.20995596, -0.09397326, 0.3755872, 0.7564037, -0.59308267, 0.20480213, 0.8135637, 0.87373424, 0.53783256, 0.3677129, -0.093498334, -0.049335524, 0.19546022, -0.7873564, -0.6169203, 0.25015956, 0.65578717, -0.46170497, 0.5665669, 0.57816404, 0.5548295, -0.198845, -0.4966584, -0.26594174, -0.13965084, 0.1310204, -0.2827915, -0.33520156, -0.85172397, -0.15183921, -0.3107594, 0.22292617, 0.369717, 1.3044591, -0.71613586, 0.12429515, -0.35058925, -0.5017933, 1.1359973, 1.0039355, -0.7741318, 0.37495786, -1.2226695, 0.253522, -0.07769453, 0.030351868, 0.052681945, 0.07317394, -0.30439782, -0.46743765, 0.14780533, 0.06336552, 1.176384, -0.5135543, -0.5935242, 0.42248872, 0.7978334, 0.011793463, -0.56514394, -0.9598331, -0.1444718, -0.06851512, 0.5070545, 0.48675576, 0.3941777, -0.2748779, 0.18963432, -1.1833426, -0.33808374, 0.7567458, 0.0055503463, 0.85300976, -0.15240337, -0.737418, -0.14285745, -0.3126851, 0.3177797, -0.7300183]","[0.5, 0.0, 0.5, 0.5, 0.5, 0.0]"
305,한반도통일정책론/배종윤,"[-0.082434505, 0.12980056, 0.13000105, -0.24453826, -0.43602985, -0.06117758, 0.46140504, 0.4893716, -0.79671806, -0.66526794, 0.3319843, -0.07566743, -0.80171, -0.124677226, 0.10795468, -0.3868646, -0.59238034, 0.2310993, 0.2402647, 0.30727032, -0.064469114, 0.25470734, 0.3768724, -0.41997513, -0.21774966, 0.50044996, 0.18191709, 0.104595274, 0.38681006, 0.9175849, 0.25964898, 0.7218521, 0.0695234, 0.1682085, 0.1160135, 0.70247453, -0.10257184, -0.33632568, 0.33601505, -0.6281435, 0.054504756, -0.16438091, -0.5113503, -0.39666757, 0.07970988, -0.24771217, 0.06399571, 0.11565542, -0.023113195, -0.09231056, 0.0973989, 0.47055617, -0.73716164, 0.46803194, 0.02295904, 0.102843516, -0.63119906, 0.79578185, -0.34433785, -0.299304, 0.47313038, 0.5585135, -0.21403094, 0.39287046, -1.2986577, 0.5103509, 0.14279816, -0.44072613, 0.016868943, 0.40842426, 0.026071131, 0.4409863, -0.30021256, 1.1291349, 0.07511125, 0.28509554, -0.336306, 0.05733554, -0.5327114, 0.61990136, -0.3283433, -0.73315257, -0.23079157, -0.3949673, 0.8361042, -0.40388662, 0.7779395, -0.35598212, 0.2270781, -0.45156038, -0.7294481, 1.0670471, -0.108302504, 0.33489317, 0.13656239, -0.25613505, -0.4337378, -0.09546478, -0.26115188, -0.0020892983]","[0.5, 0.5, 1.0, 0.5, 1.0, 0.5]"
306,FRESHMAN WRITING INTENSIVE SEMINAR/애쉴라인윌리암,"[-0.25318196, 0.3740418, 0.75735253, 0.44947448, -0.37946635, -0.2938367, 0.48692232, 0.9581361, -1.0210168, 0.27998194, 0.26145858, -1.0624429, -0.5732314, 0.0061582676, 1.1509055, 0.10481463, -0.5314581, -0.20133662, -0.24157016, 0.24952258, 0.15630864, 0.036892556, -0.6000037, -0.064156294, 0.0039181816, 0.2573975, 0.54545426, -0.33288085, 0.21110602, -0.15898198, 0.16139522, 0.045829944, 0.16001096, 1.1850785, 0.12755209, -0.2737683, 0.37735566, 0.12067825, 0.35446468, -0.9095908, 0.39394042, 0.42754835, -0.24887376, -0.63091606, -0.24574643, -0.02844803, -0.41536972, -0.14687294, -0.107862756, 0.75664485, 0.32566947, 0.36262563, -0.4251208, 0.27788934, 0.4394305, 0.388144, 0.015772982, 0.5601355, 0.3214398, -0.5012064, 0.44143492, -0.04308557, -0.3626694, 0.4304438, -1.0842285, 0.10148678, 0.014573365, -0.65545, 0.0134751545, -0.40864143, -0.93320334, 0.5865219, -0.24567801, -0.09387963, 0.0779788, 0.1033227, -0.7857827, -0.42734, -0.046500646, 0.34172332, -0.66139835, 0.37602136, -0.36562046, 0.12183163, 0.39498565, -0.31994152, 0.9403774, -0.33171996, -0.4986603, -0.24877855, -0.42547005, -0.022424819, -0.058753237, 0.5997253, -1.3445463, -0.259959, -0.08175061, -0.9236224, 0.04558938, -0.6262288]","[0.5, 0.0, 0.5, 1.0, 0.0, 0.5]"
307,통계학입문/이호규,"[-0.8087541, -0.14131404, -0.29937583, 0.3081066, 0.34832105, 0.14808872, 0.1713301, 0.3682412, 0.23710702, -0.123933256, -0.29644907, 0.398027, 0.048811182, 0.95721203, -0.22690769, 0.05567795, -0.92820626, -0.21756035, 0.66683984, -0.95023483, 0.74548227, -0.32337517, -0.29100275, 0.047408737, -0.32162842, 0.6004676, 0.28043386, 0.100720644, 0.3599881, 0.6249199, 0.2833384, 0.8017681, 0.048439093, 0.1054797, 0.09686381, 0.174531, -0.28553832, 0.35243016, -0.15542135, -0.123828955, 0.07866874, 0.89438844, -0.31148052, -0.5212632, 0.12988503, -0.18148573, -0.4548178, 0.26479593, 0.56544054, -0.5482113, 0.19017169, 0.6544281, -0.18359685, 0.3796891, 0.6148821, 0.29570472, -0.18919544, 0.22847052, -0.1847331, -0.30517876, 0.14951357, 1.013839, -0.6841267, 0.84603256, -0.05247823, -0.079802535, 0.50216216, -0.29787236, 0.10440985, -0.12017859, -0.0075691026, 0.13890742, 0.53491575, 1.0837663, -0.2631416, -0.3086143, -0.51456165, 0.67427236, 0.022624206, 0.70488274, -0.9910928, -0.26965457, 0.10023905, 0.3869421, 0.06589331, 1.0069516, 0.59464353, -0.47413948, 0.20774107, -0.7433854, -0.5164466, 0.7645726, -0.32094702, 0.5873558, -0.21494983, -0.47241628, -0.50318515, -0.5370099, -0.11679739, -0.68378294]","[1.0, 0.5, 0.0, 1.0, 0.0, 0.5]"
308,WORLD LITERATURE: COMPARATIVE LITERATURE/홍승혜,"[0.4286103, 0.67514354, -0.36639076, 0.19859676, -0.6651995, 0.37111753, 0.3715854, 1.2238055, -0.036393095, -0.010270101, 0.0014828669, -0.33868244, -0.93138206, 0.3106718, 0.47690266, -0.29269245, -0.3152681, -0.28358367, -0.19804631, 0.18677741, 0.16933745, -0.13028705, -0.20708689, -0.3500931, 0.09568004, -0.10642682, -0.16124268, -0.44394508, 0.3425757, -0.10156331, 0.4424121, 0.3343558, 0.016492508, 0.6198283, -0.39430383, 0.0017518221, 0.34248668, -0.023081422, 0.58740926, -0.6503807, 0.15718515, 0.22261225, -0.44495335, -0.51715195, -0.09508647, -0.611343, 0.18153019, 0.24141128, -0.5716093, 0.3405037, 0.024387518, 0.78368634, -0.6042142, -0.60544467, 0.5789194, 1.1109239, 0.62855285, -0.010931065, -0.40454122, -0.9306144, 0.71122557, -0.18649425, -1.2213032, 0.28039747, -0.7469867, 0.13015027, 0.044508714, -0.42177725, -0.6004684, -0.5028983, -1.0246427, 0.30826944, -0.32589042, 0.2676818, 0.2952315, 0.25763968, -0.68442935, 0.11517821, 0.54139555, 0.38023227, 0.06326043, 0.13213354, -1.0463496, -0.008500522, 1.0278214, -0.18955882, 0.38785917, -0.32503232, -0.28902936, -0.43844455, -0.98086315, 0.15720908, -0.54037637, 0.7689073, -1.1749996, -0.8731677, -0.3141893, -0.640852, 0.5480405, -0.25189143]","[0.0, 0.0, 1.0, 0.5, 0.0, 0.5]"
309,글쓰기/이효윤,"[-0.427314, 0.104715884, -0.17638665, -0.18292268, 0.15677689, 0.36652437, 0.14351033, 0.02222898, 0.21307737, -0.091386355, -0.3101158, -0.018865943, -0.60827774, 0.55115575, 0.511939, -0.40652627, -0.9861856, 0.026656728, -0.34620622, 0.34436, 0.75273395, 0.035297986, 0.039640713, -0.5181463, -0.39356846, -0.035078045, 0.23858435, 0.47597852, 0.8228617, 0.4495519, 0.38685519, 0.68753487, -0.22828665, 0.1202534, -0.36402842, -0.02401332, -0.8056464, 0.17246881, 0.98964494, -0.48076728, -0.13199027, -0.23758791, -0.16790785, -0.49403414, -0.7270609, -0.265073, -0.5942332, -0.27315128, 0.12710364, 0.22981824, -0.07618958, 0.10396514, -0.28732845, 0.15689294, -0.07288824, 0.49628633, 0.055208284, 0.08863595, -0.77418065, -0.40202507, 0.3924291, -0.010373527, -0.48823994, 0.083608896, -0.5353687, -0.18617168, 0.49614608, -0.9958101, -0.027777554, 0.3255402, -0.87805754, 0.2162659, 0.18905759, 0.9558776, -0.3242506, 0.053274404, 0.008126963, -0.34442392, -0.07470763, 0.016294546, -0.6344957, 0.6133063, -0.9016799, -0.18855287, 0.8273779, 0.060747124, 0.88144624, -0.5176116, 0.0041146865, -0.5194295, -0.22397505, 0.9397638, -0.20369825, -0.52005255, -0.8454351, -0.054972958, -0.55664617, -0.68079925, -0.3329035, -0.52752066]","[0.0, 0.0, 0.0, 0.5, 0.0, 0.0]"
310,WORLD HISTORY: GROUP II/임흥순,"[0.31996918, 0.33833668, 0.3922708, 0.56585556, -0.17167437, 0.33238038, 0.45069742, 0.3509369, -0.58901286, 0.24859133, 0.49310273, -0.53743535, -0.90520227, 0.54572433, 0.78665274, 0.67327505, -0.71164435, -0.37956777, -0.15988058, 0.48585585, 0.34888807, 0.24505888, -0.8035801, -0.5010259, -0.10312673, -0.1611051, 0.35978866, -0.13467692, 0.5593296, 0.26707387, 0.072651714, 0.64553463, 0.14737956, 0.6232624, -0.17642334, -0.348157, -0.25155386, 0.40981245, 0.10075846, -0.16530225, 0.29693937, -0.12780721, -0.15741074, -0.24631353, -0.07559297, 0.44338495, -0.41992378, -0.18827632, 0.43970853, 0.1177617, -0.1698363, 0.70508885, -0.28603137, 0.4777604, 0.17644112, -0.25797525, 0.076955795, 0.5932561, 0.12106919, -1.2085735, 0.3240085, 0.30443928, -1.2576498, 0.62792313, -1.492719, 0.26499656, 0.3734263, -0.59005576, -0.18184932, 0.15226139, -0.3562358, 0.20512128, 0.39924398, 0.34076357, -0.114780836, -0.6976975, -0.37623012, -0.6141873, 0.16288573, 0.7096628, -0.16491055, -0.0664523, -0.7600906, -0.034105934, 0.40170184, 0.12643598, -0.21833014, -0.75474393, -0.08486775, -0.35381773, -0.3523088, 0.17705001, -0.05319313, 0.5752085, -1.1267242, -0.31334242, -0.84456867, -0.5734594, -0.12650841, -0.2917421]","[0.5, 0.5, 1.0, 0.5, 0.0, 0.5]"
